bairro,classificacao_grupo,classificacao_cnae,quantidade,Total_de_pessoas_2022,densidade_por_10k
ROCINHA,Misto,Hipermercados,3,70894,9.8739
ROCINHA,Misto,Mercearias,67,70894,9.8739
ROCINHA,Ultraprocessado,Cantinas / Alimentação preparada,61,70894,35.6871
ROCINHA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,16,70894,35.6871
ROCINHA,Ultraprocessado,Restaurantes / Lanchonetes,154,70894,35.6871
ROCINHA,Ultraprocessado,Serviços ambulantes,22,70894,35.6871
ROCHA MIRANDA,In natura,Açougues / Padarias,47,36360,28.0528
ROCHA MIRANDA,In natura,Hortifrutigranjeiros,43,36360,28.0528
ROCHA MIRANDA,In natura,Peixarias,12,36360,28.0528
ROCHA MIRANDA,Misto,Hipermercados,8,36360,17.3267
ROCHA MIRANDA,Misto,Mercearias,49,36360,17.3267
ROCHA MIRANDA,Misto,Supermercados,6,36360,17.3267
ROCHA MIRANDA,Ultraprocessado,Cantinas / Alimentação preparada,202,36360,131.7382
ROCHA MIRANDA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,30,36360,131.7382
ROCHA MIRANDA,Ultraprocessado,Restaurantes / Lanchonetes,197,36360,131.7382
ROCHA MIRANDA,Ultraprocessado,Serviços ambulantes,50,36360,131.7382
ROCHA,In natura,Açougues / Padarias,12,15900,11.9497
ROCHA,In natura,Hortifrutigranjeiros,3,15900,11.9497
ROCHA,In natura,Peixarias,4,15900,11.9497
ROCHA,Misto,Mercearias,11,15900,7.5472
ROCHA,Misto,Supermercados,1,15900,7.5472
ROCHA,Ultraprocessado,Cantinas / Alimentação preparada,48,15900,69.8113
ROCHA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,12,15900,69.8113
ROCHA,Ultraprocessado,Restaurantes / Lanchonetes,39,15900,69.8113
ROCHA,Ultraprocessado,Serviços ambulantes,12,15900,69.8113
RIO DE JANEIRO,Misto,Hipermercados,1,,
RIO DE JANEIRO,Ultraprocessado,Restaurantes / Lanchonetes,2,,
RIO DAS PEDRAS / JACAREPAGUA,Ultraprocessado,Restaurantes / Lanchonetes,1,,
RIO DAS PEDRAS - JACAREPAGUA,Misto,Mercearias,1,,
RIO DAS PEDRAS - AREAL 1- JACAREPAGUA,In natura,Peixarias,1,,
RIO DAS PEDRAS,In natura,Açougues / Padarias,1,,
RIO DAS PEDRAS,In natura,Hortifrutigranjeiros,1,,
RIO DAS PEDRAS,Misto,Mercearias,3,,
RIO DAS PEDRAS,Misto,Supermercados,1,,
RIO DAS PEDRAS,Ultraprocessado,Restaurantes / Lanchonetes,1,,
RIO CUMPRIDO,Ultraprocessado,Restaurantes / Lanchonetes,2,,
RIO COMPRINDO,Misto,Supermercados,1,,
RIO COMPRIDO,In natura,Açougues / Padarias,42,39890,15.5427
RIO COMPRIDO,In natura,Hortifrutigranjeiros,11,39890,15.5427
RIO COMPRIDO,In natura,Peixarias,9,39890,15.5427
RIO COMPRIDO,Misto,Hipermercados,10,39890,13.0358
RIO COMPRIDO,Misto,Mercearias,40,39890,13.0358
RIO COMPRIDO,Misto,Supermercados,2,39890,13.0358
RIO COMPRIDO,Ultraprocessado,Cantinas / Alimentação preparada,236,39890,150.6643
RIO COMPRIDO,Ultraprocessado,Lojas de conveniência / Varejo alimentar,38,39890,150.6643
RIO COMPRIDO,Ultraprocessado,Restaurantes / Lanchonetes,266,39890,150.6643
RIO COMPRIDO,Ultraprocessado,Serviços ambulantes,60,39890,150.6643
RIO  COMPRIDO,Ultraprocessado,Restaurantes / Lanchonetes,1,39890,150.6643
RICARDO DE ALBUQUERQUE,In natura,Açougues / Padarias,31,27704,18.0479
RICARDO DE ALBUQUERQUE,In natura,Hortifrutigranjeiros,15,27704,18.0479
RICARDO DE ALBUQUERQUE,In natura,Peixarias,4,27704,18.0479
RICARDO DE ALBUQUERQUE,Misto,Hipermercados,4,27704,16.9651
RICARDO DE ALBUQUERQUE,Misto,Mercearias,41,27704,16.9651
RICARDO DE ALBUQUERQUE,Misto,Supermercados,2,27704,16.9651
RICARDO DE ALBUQUERQUE,Ultraprocessado,Cantinas / Alimentação preparada,142,27704,108.2876
RICARDO DE ALBUQUERQUE,Ultraprocessado,Lojas de conveniência / Varejo alimentar,14,27704,108.2876
RICARDO DE ALBUQUERQUE,Ultraprocessado,Restaurantes / Lanchonetes,113,27704,108.2876
RICARDO DE ALBUQUERQUE,Ultraprocessado,Serviços ambulantes,31,27704,108.2876
RICARDO DE ALBUQUERQ,Misto,Mercearias,1,,
RICARDO DE ALBUQUERQ,Ultraprocessado,Restaurantes / Lanchonetes,2,,
RICARDO DE ALBOQUER,Misto,Mercearias,1,,
RICARDO  ALBUQUERQUE,Misto,Mercearias,1,,
RIC.DE ALBUQUERQUE,In natura,Açougues / Padarias,1,,
RIC.DE ALBUQUERQUE,Misto,Mercearias,1,,
RIC DE ALBUQUERQUE,Misto,Hipermercados,1,,
RIC DE ALBUQUERQUE,Misto,Mercearias,1,,
RIC DE ALBUQUERQUE,Ultraprocessado,Restaurantes / Lanchonetes,1,,
RIBEIRA,In natura,Açougues / Padarias,2,3474,8.6356
RIBEIRA,In natura,Hortifrutigranjeiros,1,3474,8.6356
RIBEIRA,Misto,Hipermercados,1,3474,11.5141
RIBEIRA,Misto,Mercearias,3,3474,11.5141
RIBEIRA,Ultraprocessado,Cantinas / Alimentação preparada,16,3474,195.7398
RIBEIRA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,5,3474,195.7398
RIBEIRA,Ultraprocessado,Restaurantes / Lanchonetes,44,3474,195.7398
RIBEIRA,Ultraprocessado,Serviços ambulantes,3,3474,195.7398
RIACHUELO,In natura,Açougues / Padarias,8,10514,16.1689
RIACHUELO,In natura,Hortifrutigranjeiros,8,10514,16.1689
RIACHUELO,In natura,Peixarias,1,10514,16.1689
RIACHUELO,Misto,Hipermercados,5,10514,11.4134
RIACHUELO,Misto,Mercearias,6,10514,11.4134
RIACHUELO,Misto,Supermercados,1,10514,11.4134
RIACHUELO,Ultraprocessado,Cantinas / Alimentação preparada,57,10514,132.2047
RIACHUELO,Ultraprocessado,Lojas de conveniência / Varejo alimentar,14,10514,132.2047
RIACHUELO,Ultraprocessado,Restaurantes / Lanchonetes,56,10514,132.2047
RIACHUELO,Ultraprocessado,Serviços ambulantes,12,10514,132.2047
RECREIO DOS BANDERANTES,Misto,Hipermercados,1,,
RECREIO DOS BANDEIRANTES,In natura,Açougues / Padarias,155,141316,17.9739
RECREIO DOS BANDEIRANTES,In natura,Hortifrutigranjeiros,53,141316,17.9739
RECREIO DOS BANDEIRANTES,In natura,Peixarias,46,141316,17.9739
RECREIO DOS BANDEIRANTES,Misto,Hipermercados,49,141316,15.7802
RECREIO DOS BANDEIRANTES,Misto,Mercearias,165,141316,15.7802
RECREIO DOS BANDEIRANTES,Misto,Supermercados,9,141316,15.7802
RECREIO DOS BANDEIRANTES,Ultraprocessado,Cantinas / Alimentação preparada,709,141316,155.7502
RECREIO DOS BANDEIRANTES,Ultraprocessado,Lojas de conveniência / Varejo alimentar,223,141316,155.7502
RECREIO DOS BANDEIRANTES,Ultraprocessado,Restaurantes / Lanchonetes,1128,141316,155.7502
RECREIO DOS BANDEIRANTES,Ultraprocessado,Serviços ambulantes,140,141316,155.7502
RECREIO DOS BANDEIRANRES,Ultraprocessado,Restaurantes / Lanchonetes,1,,
RECREIO DOS BANDEIRA,In natura,Açougues / Padarias,1,,
RECREIO DOS BANDEIRA,Ultraprocessado,Restaurantes / Lanchonetes,2,,
RECREIO DOS BAND.,Ultraprocessado,Restaurantes / Lanchonetes,1,,
RECREIO DOS BAND,Ultraprocessado,Restaurantes / Lanchonetes,1,,
RECREIO DO BANDEIRANTES,Ultraprocessado,Restaurantes / Lanchonetes,1,,
RECREIO BANDEIRANTES,In natura,Açougues / Padarias,1,,
RECREIO BANDEIRANTES,Ultraprocessado,Lojas de conveniência / Varejo alimentar,1,,
RECREIO BANDEIRANTES,Ultraprocessado,Restaurantes / Lanchonetes,1,,
RECREIO  DOS BANDEIRANTES,Ultraprocessado,Restaurantes / Lanchonetes,1,141316,155.7502
RECREIO  BANDEIRANTE,Ultraprocessado,Restaurantes / Lanchonetes,1,,
RECREIO,In natura,Açougues / Padarias,1,,
RECREIO,Misto,Mercearias,1,,
RECREIO,Ultraprocessado,Cantinas / Alimentação preparada,1,,
RECREIO,Ultraprocessado,Lojas de conveniência / Varejo alimentar,1,,
RECREIO,Ultraprocessado,Restaurantes / Lanchonetes,3,,
REC.DOS BANDEIRANTES,Ultraprocessado,Restaurantes / Lanchonetes,1,,
REC DOS BANDEIRANTES,In natura,Açougues / Padarias,1,,
REC DOS BANDEIRANTES,Misto,Supermercados,1,,
REC DOS BANDEIRANTES,Ultraprocessado,Restaurantes / Lanchonetes,1,,
REC DO BANDEIRANTES,Ultraprocessado,Restaurantes / Lanchonetes,1,,
REALENGO,In natura,Açougues / Padarias,174,165881,18.3867
REALENGO,In natura,Hortifrutigranjeiros,98,165881,18.3867
REALENGO,In natura,Peixarias,33,165881,18.3867
REALENGO,Misto,Hipermercados,36,165881,16.0356
REALENGO,Misto,Mercearias,215,165881,16.0356
REALENGO,Misto,Supermercados,15,165881,16.0356
REALENGO,Ultraprocessado,Cantinas / Alimentação preparada,769,165881,123.6429
REALENGO,Ultraprocessado,Lojas de conveniência / Varejo alimentar,135,165881,123.6429
REALENGO,Ultraprocessado,Restaurantes / Lanchonetes,879,165881,123.6429
REALENGO,Ultraprocessado,Serviços ambulantes,268,165881,123.6429
RCA DO CARMO,Ultraprocessado,Restaurantes / Lanchonetes,1,,
RAMOS,In natura,Açougues / Padarias,82,34453,36.8618
RAMOS,In natura,Hortifrutigranjeiros,29,34453,36.8618
RAMOS,In natura,Peixarias,16,34453,36.8618
RAMOS,Misto,Hipermercados,22,34453,38.8936
RAMOS,Misto,Mercearias,109,34453,38.8936
RAMOS,Misto,Supermercados,3,34453,38.8936
RAMOS,Ultraprocessado,Cantinas / Alimentação preparada,307,34453,269.6427
RAMOS,Ultraprocessado,Lojas de conveniência / Varejo alimentar,73,34453,269.6427
RAMOS,Ultraprocessado,Restaurantes / Lanchonetes,452,34453,269.6427
RAMOS,Ultraprocessado,Serviços ambulantes,97,34453,269.6427
RALENGO,Misto,Mercearias,1,,
R.DOS BANDEIRANTES,Ultraprocessado,Lojas de conveniência / Varejo alimentar,1,,
R. DOS BANDEIRANTES,Ultraprocessado,Restaurantes / Lanchonetes,2,,
R DOS BANDEIRANTES,Misto,Hipermercados,1,,
R DOS BANDEIRANTES,Ultraprocessado,Restaurantes / Lanchonetes,1,,
QUINTINO BOCAIUVA,In natura,Açougues / Padarias,9,24740,10.1051
QUINTINO BOCAIUVA,In natura,Hortifrutigranjeiros,11,24740,10.1051
QUINTINO BOCAIUVA,In natura,Peixarias,5,24740,10.1051
QUINTINO BOCAIUVA,Misto,Hipermercados,4,24740,10.5093
QUINTINO BOCAIUVA,Misto,Mercearias,22,24740,10.5093
QUINTINO BOCAIUVA,Ultraprocessado,Cantinas / Alimentação preparada,155,24740,150.3638
QUINTINO BOCAIUVA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,19,24740,150.3638
QUINTINO BOCAIUVA,Ultraprocessado,Restaurantes / Lanchonetes,158,24740,150.3638
QUINTINO BOCAIUVA,Ultraprocessado,Serviços ambulantes,40,24740,150.3638
QUINTINO,In natura,Açougues / Padarias,4,,
QUINTINO,In natura,Hortifrutigranjeiros,1,,
QUINTINO,Misto,Mercearias,2,,
QUINTINO,Ultraprocessado,Lojas de conveniência / Varejo alimentar,1,,
QUINTINO,Ultraprocessado,Restaurantes / Lanchonetes,1,,
QUINTINI BOCAIUVA,Misto,Mercearias,1,,
PRAIA DE RAMOS,Misto,Supermercados,1,,
PRAIA DA BANDEIRA,In natura,Açougues / Padarias,1,5153,1.9406
PRAIA DA BANDEIRA,Misto,Mercearias,5,5153,9.7031
PRAIA DA BANDEIRA,Ultraprocessado,Cantinas / Alimentação preparada,13,5153,91.2090
PRAIA DA BANDEIRA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,1,5153,91.2090
PRAIA DA BANDEIRA,Ultraprocessado,Restaurantes / Lanchonetes,26,5153,91.2090
PRAIA DA BANDEIRA,Ultraprocessado,Serviços ambulantes,7,5153,91.2090
PRACA SECA,In natura,Açougues / Padarias,36,63284,10.4292
PRACA SECA,In natura,Hortifrutigranjeiros,22,63284,10.4292
PRACA SECA,In natura,Peixarias,8,63284,10.4292
PRACA SECA,Misto,Hipermercados,19,63284,9.4811
PRACA SECA,Misto,Mercearias,40,63284,9.4811
PRACA SECA,Misto,Supermercados,1,63284,9.4811
PRACA SECA,Ultraprocessado,Cantinas / Alimentação preparada,236,63284,87.0678
PRACA SECA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,34,63284,87.0678
PRACA SECA,Ultraprocessado,Restaurantes / Lanchonetes,199,63284,87.0678
PRACA SECA,Ultraprocessado,Serviços ambulantes,82,63284,87.0678
PRACA MAUA,Misto,Mercearias,1,,
PRACA MAUA,Misto,Supermercados,1,,
PRACA MAUA,Ultraprocessado,Restaurantes / Lanchonetes,2,,
PRACA DO CARMO,In natura,Açougues / Padarias,1,,
PRACA DA BANDEIRA,In natura,Açougues / Padarias,9,7215,19.4040
PRACA DA BANDEIRA,In natura,Hortifrutigranjeiros,3,7215,19.4040
PRACA DA BANDEIRA,In natura,Peixarias,2,7215,19.4040
PRACA DA BANDEIRA,Misto,Hipermercados,5,7215,30.4920
PRACA DA BANDEIRA,Misto,Mercearias,16,7215,30.4920
PRACA DA BANDEIRA,Misto,Supermercados,1,7215,30.4920
PRACA DA BANDEIRA,Ultraprocessado,Cantinas / Alimentação preparada,78,7215,318.7803
PRACA DA BANDEIRA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,14,7215,318.7803
PRACA DA BANDEIRA,Ultraprocessado,Restaurantes / Lanchonetes,121,7215,318.7803
PRACA DA BANDEIRA,Ultraprocessado,Serviços ambulantes,17,7215,318.7803
PRAA SECA,Misto,Mercearias,1,,
PORTUGUESA - ILHA DO GOVERNADOR,Ultraprocessado,Restaurantes / Lanchonetes,1,,
PORTUGUESA,In natura,Açougues / Padarias,8,19831,6.5554
PORTUGUESA,In natura,Hortifrutigranjeiros,3,19831,6.5554
PORTUGUESA,In natura,Peixarias,2,19831,6.5554
PORTUGUESA,Misto,Hipermercados,4,19831,8.0682
PORTUGUESA,Misto,Mercearias,11,19831,8.0682
PORTUGUESA,Misto,Supermercados,1,19831,8.0682
PORTUGUESA,Ultraprocessado,Cantinas / Alimentação preparada,57,19831,81.1860
PORTUGUESA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,18,19831,81.1860
PORTUGUESA,Ultraprocessado,Restaurantes / Lanchonetes,74,19831,81.1860
PORTUGUESA,Ultraprocessado,Serviços ambulantes,12,19831,81.1860
PONTA DO GALEAO,Ultraprocessado,Restaurantes / Lanchonetes,1,,
PITANGUEIRAS,In natura,Açougues / Padarias,7,10242,9.7637
PITANGUEIRAS,In natura,Hortifrutigranjeiros,3,10242,9.7637
PITANGUEIRAS,Misto,Mercearias,6,10242,5.8582
PITANGUEIRAS,Ultraprocessado,Cantinas / Alimentação preparada,23,10242,59.5587
PITANGUEIRAS,Ultraprocessado,Lojas de conveniência / Varejo alimentar,6,10242,59.5587
PITANGUEIRAS,Ultraprocessado,Restaurantes / Lanchonetes,27,10242,59.5587
PITANGUEIRAS,Ultraprocessado,Serviços ambulantes,5,10242,59.5587
PILARES,In natura,Açougues / Padarias,27,23518,22.9611
PILARES,In natura,Hortifrutigranjeiros,20,23518,22.9611
PILARES,In natura,Peixarias,7,23518,22.9611
PILARES,Misto,Hipermercados,10,23518,17.4335
PILARES,Misto,Mercearias,25,23518,17.4335
PILARES,Misto,Supermercados,6,23518,17.4335
PILARES,Ultraprocessado,Cantinas / Alimentação preparada,157,23518,173.4841
PILARES,Ultraprocessado,Lojas de conveniência / Varejo alimentar,26,23518,173.4841
PILARES,Ultraprocessado,Restaurantes / Lanchonetes,183,23518,173.4841
PILARES,Ultraprocessado,Serviços ambulantes,42,23518,173.4841
PIEDADE,In natura,Açougues / Padarias,35,38712,13.1742
PIEDADE,In natura,Hortifrutigranjeiros,13,38712,13.1742
PIEDADE,In natura,Peixarias,3,38712,13.1742
PIEDADE,Misto,Hipermercados,7,38712,15.4991
PIEDADE,Misto,Mercearias,51,38712,15.4991
PIEDADE,Misto,Supermercados,2,38712,15.4991
PIEDADE,Ultraprocessado,Cantinas / Alimentação preparada,223,38712,137.4251
PIEDADE,Ultraprocessado,Lojas de conveniência / Varejo alimentar,29,38712,137.4251
PIEDADE,Ultraprocessado,Restaurantes / Lanchonetes,218,38712,137.4251
PIEDADE,Ultraprocessado,Serviços ambulantes,62,38712,137.4251
PENHA CIRCULAR,In natura,Açougues / Padarias,43,36725,18.5160
PENHA CIRCULAR,In natura,Hortifrutigranjeiros,17,36725,18.5160
PENHA CIRCULAR,In natura,Peixarias,8,36725,18.5160
PENHA CIRCULAR,Misto,Hipermercados,16,36725,25.8679
PENHA CIRCULAR,Misto,Mercearias,67,36725,25.8679
PENHA CIRCULAR,Misto,Supermercados,12,36725,25.8679
PENHA CIRCULAR,Ultraprocessado,Cantinas / Alimentação preparada,214,36725,149.4894
PENHA CIRCULAR,Ultraprocessado,Lojas de conveniência / Varejo alimentar,52,36725,149.4894
PENHA CIRCULAR,Ultraprocessado,Restaurantes / Lanchonetes,218,36725,149.4894
PENHA CIRCULAR,Ultraprocessado,Serviços ambulantes,64,36725,149.4894
PENHA CIRCLAR,In natura,Açougues / Padarias,1,,
PENHA  CIRCULAR,Ultraprocessado,Lojas de conveniência / Varejo alimentar,1,36725,149.4894
PENHA,In natura,Açougues / Padarias,63,58516,16.7476
PENHA,In natura,Hortifrutigranjeiros,19,58516,16.7476
PENHA,In natura,Peixarias,16,58516,16.7476
PENHA,Misto,Hipermercados,31,58516,18.2856
PENHA,Misto,Mercearias,68,58516,18.2856
PENHA,Misto,Supermercados,8,58516,18.2856
PENHA,Ultraprocessado,Cantinas / Alimentação preparada,272,58516,135.0058
PENHA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,66,58516,135.0058
PENHA,Ultraprocessado,Restaurantes / Lanchonetes,367,58516,135.0058
PENHA,Ultraprocessado,Serviços ambulantes,85,58516,135.0058
PEDREGULHO,Ultraprocessado,Restaurantes / Lanchonetes,1,,
PEDRA GUARATIBA,Ultraprocessado,Restaurantes / Lanchonetes,1,,
PEDRA DE GUARATIBA,In natura,Açougues / Padarias,19,11950,28.4519
PEDRA DE GUARATIBA,In natura,Hortifrutigranjeiros,6,11950,28.4519
PEDRA DE GUARATIBA,In natura,Peixarias,9,11950,28.4519
PEDRA DE GUARATIBA,Misto,Hipermercados,6,11950,41.0042
PEDRA DE GUARATIBA,Misto,Mercearias,43,11950,41.0042
PEDRA DE GUARATIBA,Ultraprocessado,Cantinas / Alimentação preparada,83,11950,222.5941
PEDRA DE GUARATIBA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,17,11950,222.5941
PEDRA DE GUARATIBA,Ultraprocessado,Restaurantes / Lanchonetes,139,11950,222.5941
PEDRA DE GUARATIBA,Ultraprocessado,Serviços ambulantes,27,11950,222.5941
PEDRA ANGULAR,Ultraprocessado,Restaurantes / Lanchonetes,1,,
PECHINCHA JACAREPAGUA,In natura,Açougues / Padarias,1,,
PECHINCHA,In natura,Açougues / Padarias,42,39070,17.6606
PECHINCHA,In natura,Hortifrutigranjeiros,13,39070,17.6606
PECHINCHA,In natura,Peixarias,14,39070,17.6606
PECHINCHA,Misto,Hipermercados,10,39070,14.0773
PECHINCHA,Misto,Mercearias,43,39070,14.0773
PECHINCHA,Misto,Supermercados,2,39070,14.0773
PECHINCHA,Ultraprocessado,Cantinas / Alimentação preparada,250,39070,142.0527
PECHINCHA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,56,39070,142.0527
PECHINCHA,Ultraprocessado,Restaurantes / Lanchonetes,197,39070,142.0527
PECHINCHA,Ultraprocessado,Serviços ambulantes,52,39070,142.0527
PCA MAUA,Ultraprocessado,Restaurantes / Lanchonetes,1,,
PCA DA BANDEIRA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,1,,
PCA DA BANDEIRA,Ultraprocessado,Restaurantes / Lanchonetes,3,,
PAVUNA,In natura,Açougues / Padarias,83,95337,16.2581
PAVUNA,In natura,Hortifrutigranjeiros,39,95337,16.2581
PAVUNA,In natura,Peixarias,33,95337,16.2581
PAVUNA,Misto,Hipermercados,20,95337,14.7896
PAVUNA,Misto,Mercearias,113,95337,14.7896
PAVUNA,Misto,Supermercados,8,95337,14.7896
PAVUNA,Ultraprocessado,Cantinas / Alimentação preparada,326,95337,87.7938
PAVUNA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,65,95337,87.7938
PAVUNA,Ultraprocessado,Restaurantes / Lanchonetes,314,95337,87.7938
PAVUNA,Ultraprocessado,Serviços ambulantes,132,95337,87.7938
PARQUE UNIAO - BONSUCESSO,Ultraprocessado,Restaurantes / Lanchonetes,1,,
PARQUE UNIAO,Misto,Mercearias,1,,
PARQUE UNIAO,Ultraprocessado,Lojas de conveniência / Varejo alimentar,1,,
PARQUE DO FLAMENG0,Ultraprocessado,Restaurantes / Lanchonetes,1,,
PARQUE COLUMBIA,In natura,Açougues / Padarias,4,8222,8.5137
PARQUE COLUMBIA,In natura,Hortifrutigranjeiros,2,8222,8.5137
PARQUE COLUMBIA,In natura,Peixarias,1,8222,8.5137
PARQUE COLUMBIA,Misto,Mercearias,7,8222,8.5137
PARQUE COLUMBIA,Ultraprocessado,Cantinas / Alimentação preparada,16,8222,41.3525
PARQUE COLUMBIA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,3,8222,41.3525
PARQUE COLUMBIA,Ultraprocessado,Restaurantes / Lanchonetes,12,8222,41.3525
PARQUE COLUMBIA,Ultraprocessado,Serviços ambulantes,3,8222,41.3525
PARQUE ANCHIETA,In natura,Açougues / Padarias,23,21833,18.3209
PARQUE ANCHIETA,In natura,Hortifrutigranjeiros,9,21833,18.3209
PARQUE ANCHIETA,In natura,Peixarias,8,21833,18.3209
PARQUE ANCHIETA,Misto,Hipermercados,5,21833,13.2826
PARQUE ANCHIETA,Misto,Mercearias,24,21833,13.2826
PARQUE ANCHIETA,Ultraprocessado,Cantinas / Alimentação preparada,93,21833,117.2537
PARQUE ANCHIETA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,26,21833,117.2537
PARQUE ANCHIETA,Ultraprocessado,Restaurantes / Lanchonetes,106,21833,117.2537
PARQUE ANCHIETA,Ultraprocessado,Serviços ambulantes,31,21833,117.2537
PARADA DE LUCAS,In natura,Açougues / Padarias,24,22069,19.4843
PARADA DE LUCAS,In natura,Hortifrutigranjeiros,13,22069,19.4843
PARADA DE LUCAS,In natura,Peixarias,6,22069,19.4843
PARADA DE LUCAS,Misto,Hipermercados,3,22069,25.3750
PARADA DE LUCAS,Misto,Mercearias,50,22069,25.3750
PARADA DE LUCAS,Misto,Supermercados,3,22069,25.3750
PARADA DE LUCAS,Ultraprocessado,Cantinas / Alimentação preparada,71,22069,94.7030
PARADA DE LUCAS,Ultraprocessado,Lojas de conveniência / Varejo alimentar,23,22069,94.7030
PARADA DE LUCAS,Ultraprocessado,Restaurantes / Lanchonetes,91,22069,94.7030
PARADA DE LUCAS,Ultraprocessado,Serviços ambulantes,24,22069,94.7030
PAQUETA,In natura,Açougues / Padarias,5,3486,22.9489
PAQUETA,In natura,Hortifrutigranjeiros,3,3486,22.9489
PAQUETA,Misto,Mercearias,6,3486,17.2117
PAQUETA,Ultraprocessado,Cantinas / Alimentação preparada,21,3486,143.4309
PAQUETA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,1,3486,143.4309
PAQUETA,Ultraprocessado,Restaurantes / Lanchonetes,17,3486,143.4309
PAQUETA,Ultraprocessado,Serviços ambulantes,11,3486,143.4309
PADRE MIGUEL,In natura,Açougues / Padarias,54,61254,15.8357
PADRE MIGUEL,In natura,Hortifrutigranjeiros,28,61254,15.8357
PADRE MIGUEL,In natura,Peixarias,15,61254,15.8357
PADRE MIGUEL,Misto,Hipermercados,12,61254,13.3869
PADRE MIGUEL,Misto,Mercearias,65,61254,13.3869
PADRE MIGUEL,Misto,Supermercados,5,61254,13.3869
PADRE MIGUEL,Ultraprocessado,Cantinas / Alimentação preparada,245,61254,112.4825
PADRE MIGUEL,Ultraprocessado,Lojas de conveniência / Varejo alimentar,47,61254,112.4825
PADRE MIGUEL,Ultraprocessado,Restaurantes / Lanchonetes,311,61254,112.4825
PADRE MIGUEL,Ultraprocessado,Serviços ambulantes,86,61254,112.4825
PACIENCIA,In natura,Açougues / Padarias,109,104884,17.8292
PACIENCIA,In natura,Hortifrutigranjeiros,56,104884,17.8292
PACIENCIA,In natura,Peixarias,22,104884,17.8292
PACIENCIA,Misto,Hipermercados,33,104884,17.3525
PACIENCIA,Misto,Mercearias,145,104884,17.3525
PACIENCIA,Misto,Supermercados,4,104884,17.3525
PACIENCIA,Ultraprocessado,Cantinas / Alimentação preparada,359,104884,101.7314
PACIENCIA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,89,104884,101.7314
PACIENCIA,Ultraprocessado,Restaurantes / Lanchonetes,488,104884,101.7314
PACIENCIA,Ultraprocessado,Serviços ambulantes,131,104884,101.7314
P S PEDRO/CPO GRANDE,In natura,Açougues / Padarias,1,,
P DE GUARATIBA,Ultraprocessado,Restaurantes / Lanchonetes,1,,
OSWALDO CRUZ,In natura,Açougues / Padarias,36,,
OSWALDO CRUZ,In natura,Hortifrutigranjeiros,13,,
OSWALDO CRUZ,In natura,Peixarias,4,,
OSWALDO CRUZ,Misto,Hipermercados,10,,
OSWALDO CRUZ,Misto,Mercearias,38,,
OSWALDO CRUZ,Ultraprocessado,Cantinas / Alimentação preparada,174,,
OSWALDO CRUZ,Ultraprocessado,Lojas de conveniência / Varejo alimentar,22,,
OSWALDO CRUZ,Ultraprocessado,Restaurantes / Lanchonetes,171,,
OSWALDO CRUZ,Ultraprocessado,Serviços ambulantes,56,,
OSVALDO CRUZ,Ultraprocessado,Restaurantes / Lanchonetes,1,29995,0.6668
OSVALDO CRUZ,Ultraprocessado,Serviços ambulantes,1,29995,0.6668
OLARIA,In natura,Açougues / Padarias,44,51222,12.8851
OLARIA,In natura,Hortifrutigranjeiros,18,51222,12.8851
OLARIA,In natura,Peixarias,4,51222,12.8851
OLARIA,Misto,Hipermercados,18,51222,13.2755
OLARIA,Misto,Mercearias,45,51222,13.2755
OLARIA,Misto,Supermercados,5,51222,13.2755
OLARIA,Ultraprocessado,Cantinas / Alimentação preparada,258,51222,130.6079
OLARIA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,54,51222,130.6079
OLARIA,Ultraprocessado,Restaurantes / Lanchonetes,282,51222,130.6079
OLARIA,Ultraprocessado,Serviços ambulantes,75,51222,130.6079
NOSSA SENHORA DAS GRACAS,In natura,Açougues / Padarias,2,,
NOSSA SENHORA DAS GRACAS,In natura,Hortifrutigranjeiros,1,,
NOSSA SENHORA DAS GRACAS,In natura,Peixarias,2,,
NOSSA SENHORA DAS GRACAS,Misto,Mercearias,1,,
NOSSA SENHORA DAS GRACAS,Ultraprocessado,Cantinas / Alimentação preparada,11,,
NOSSA SENHORA DAS GRACAS,Ultraprocessado,Lojas de conveniência / Varejo alimentar,1,,
NOSSA SENHORA DAS GRACAS,Ultraprocessado,Restaurantes / Lanchonetes,7,,
NOSSA SENHORA DAS GRACAS,Ultraprocessado,Serviços ambulantes,2,,
MUZEMA,Misto,Hipermercados,1,,
MUZEMA,Misto,Mercearias,1,,
