bairro,classificacao_grupo,classificacao_cnae,quantidade,Total_de_pessoas_2022,densidade_por_10k
SAO FRANCISCO XAVIER,In natura,Peixarias,2,6340.0,3.15
SAO FRANCISCO XAVIER,Misto,Mercearias,4,6340.0,6.31
SAO FRANCISCO XAVIER,Misto,Supermercados,1,6340.0,1.58
SAO FRANCISCO XAVIER,Ultraprocessado,Cantinas / Alimentação preparada,37,6340.0,58.36
SAO FRANCISCO XAVIER,Ultraprocessado,Lojas de conveniência / Varejo alimentar,6,6340.0,9.46
SAO FRANCISCO XAVIER,Ultraprocessado,Restaurantes / Lanchonetes,42,6340.0,66.25
SAO FRANCISCO XAVIER,Ultraprocessado,Serviços ambulantes,7,6340.0,11.04
SAUDE,In natura,Hortifrutigranjeiros,3,1876.0,15.99
SAUDE,Misto,Hipermercados,4,1876.0,21.32
SAUDE,Misto,Mercearias,7,1876.0,37.31
SAUDE,Misto,Supermercados,2,1876.0,10.66
SAUDE,Ultraprocessado,Cantinas / Alimentação preparada,18,1876.0,95.95
SAUDE,Ultraprocessado,Lojas de conveniência / Varejo alimentar,6,1876.0,31.98
SAUDE,Ultraprocessado,Restaurantes / Lanchonetes,100,1876.0,533.05
SAUDE,Ultraprocessado,Serviços ambulantes,16,1876.0,85.29
SENADOR CAMARA,In natura,Açougues / Padarias,74,101980.0,7.26
SENADOR CAMARA,In natura,Hortifrutigranjeiros,43,101980.0,4.22
SENADOR CAMARA,In natura,Peixarias,19,101980.0,1.86
SENADOR CAMARA,Misto,Hipermercados,21,101980.0,2.06
SENADOR CAMARA,Misto,Mercearias,128,101980.0,12.55
SENADOR CAMARA,Misto,Supermercados,3,101980.0,0.29
SENADOR CAMARA,Ultraprocessado,Cantinas / Alimentação preparada,264,101980.0,25.89
SENADOR CAMARA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,65,101980.0,6.37
SENADOR CAMARA,Ultraprocessado,Restaurantes / Lanchonetes,301,101980.0,29.52
SENADOR CAMARA,Ultraprocessado,Serviços ambulantes,99,101980.0,9.71
SENADOR VASCONCELOS,In natura,Açougues / Padarias,39,32765.0,11.9
SENADOR VASCONCELOS,In natura,Hortifrutigranjeiros,13,32765.0,3.97
SENADOR VASCONCELOS,In natura,Peixarias,10,32765.0,3.05
SENADOR VASCONCELOS,Misto,Hipermercados,6,32765.0,1.83
SENADOR VASCONCELOS,Misto,Mercearias,36,32765.0,10.99
SENADOR VASCONCELOS,Misto,Supermercados,1,32765.0,0.31
SENADOR VASCONCELOS,Ultraprocessado,Cantinas / Alimentação preparada,114,32765.0,34.79
SENADOR VASCONCELOS,Ultraprocessado,Lojas de conveniência / Varejo alimentar,36,32765.0,10.99
SENADOR VASCONCELOS,Ultraprocessado,Restaurantes / Lanchonetes,136,32765.0,41.51
SENADOR VASCONCELOS,Ultraprocessado,Serviços ambulantes,40,32765.0,12.21
SEPETIBA,In natura,Açougues / Padarias,89,58738.0,15.15
SEPETIBA,In natura,Hortifrutigranjeiros,18,58738.0,3.06
SEPETIBA,In natura,Peixarias,19,58738.0,3.23
SEPETIBA,Misto,Hipermercados,24,58738.0,4.09
SEPETIBA,Misto,Mercearias,100,58738.0,17.02
SEPETIBA,Misto,Supermercados,2,58738.0,0.34
SEPETIBA,Ultraprocessado,Cantinas / Alimentação preparada,217,58738.0,36.94
SEPETIBA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,48,58738.0,8.17
SEPETIBA,Ultraprocessado,Restaurantes / Lanchonetes,273,58738.0,46.48
SEPETIBA,Ultraprocessado,Serviços ambulantes,59,58738.0,10.04
TANQUE,In natura,Açougues / Padarias,26,36815.0,7.06
TANQUE,In natura,Hortifrutigranjeiros,27,36815.0,7.33
TANQUE,In natura,Peixarias,7,36815.0,1.9
TANQUE,Misto,Hipermercados,14,36815.0,3.8
TANQUE,Misto,Mercearias,35,36815.0,9.51
TANQUE,Misto,Supermercados,2,36815.0,0.54
TANQUE,Ultraprocessado,Cantinas / Alimentação preparada,203,36815.0,55.14
TANQUE,Ultraprocessado,Lojas de conveniência / Varejo alimentar,35,36815.0,9.51
TANQUE,Ultraprocessado,Restaurantes / Lanchonetes,164,36815.0,44.55
TANQUE,Ultraprocessado,Serviços ambulantes,48,36815.0,13.04
TAQUARA,In natura,Açougues / Padarias,137,107188.0,12.78
TAQUARA,In natura,Hortifrutigranjeiros,64,107188.0,5.97
TAQUARA,In natura,Peixarias,32,107188.0,2.99
TAQUARA,Misto,Hipermercados,53,107188.0,4.94
TAQUARA,Misto,Mercearias,133,107188.0,12.41
TAQUARA,Misto,Supermercados,11,107188.0,1.03
TAQUARA,Ultraprocessado,Cantinas / Alimentação preparada,810,107188.0,75.57
TAQUARA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,149,107188.0,13.9
TAQUARA,Ultraprocessado,Restaurantes / Lanchonetes,776,107188.0,72.4
TAQUARA,Ultraprocessado,Serviços ambulantes,176,107188.0,16.42
TAUA,In natura,Açougues / Padarias,27,26482.0,10.2
TAUA,In natura,Hortifrutigranjeiros,15,26482.0,5.66
TAUA,In natura,Peixarias,4,26482.0,1.51
TAUA,Misto,Hipermercados,1,26482.0,0.38
TAUA,Misto,Mercearias,49,26482.0,18.5
TAUA,Ultraprocessado,Cantinas / Alimentação preparada,99,26482.0,37.38
TAUA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,12,26482.0,4.53
TAUA,Ultraprocessado,Restaurantes / Lanchonetes,134,26482.0,50.6
TAUA,Ultraprocessado,Serviços ambulantes,37,26482.0,13.97
TIJUCA,In natura,Açougues / Padarias,153,142326.0,10.75
TIJUCA,In natura,Hortifrutigranjeiros,48,142326.0,3.37
TIJUCA,In natura,Peixarias,26,142326.0,1.83
TIJUCA,Misto,Hipermercados,63,142326.0,4.43
TIJUCA,Misto,Mercearias,80,142326.0,5.62
TIJUCA,Misto,Supermercados,19,142326.0,1.33
TIJUCA,Ultraprocessado,Cantinas / Alimentação preparada,520,142326.0,36.54
TIJUCA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,148,142326.0,10.4
TIJUCA,Ultraprocessado,Restaurantes / Lanchonetes,854,142326.0,60.0
TIJUCA,Ultraprocessado,Serviços ambulantes,98,142326.0,6.89
TODOS OS SANTOS,In natura,Açougues / Padarias,22,22593.0,9.74
TODOS OS SANTOS,In natura,Hortifrutigranjeiros,10,22593.0,4.43
TODOS OS SANTOS,In natura,Peixarias,6,22593.0,2.66
TODOS OS SANTOS,Misto,Hipermercados,6,22593.0,2.66
TODOS OS SANTOS,Misto,Mercearias,23,22593.0,10.18
TODOS OS SANTOS,Ultraprocessado,Cantinas / Alimentação preparada,122,22593.0,54.0
TODOS OS SANTOS,Ultraprocessado,Lojas de conveniência / Varejo alimentar,22,22593.0,9.74
TODOS OS SANTOS,Ultraprocessado,Restaurantes / Lanchonetes,77,22593.0,34.08
TODOS OS SANTOS,Ultraprocessado,Serviços ambulantes,23,22593.0,10.18
TOMAS COELHO,In natura,Açougues / Padarias,21,20343.0,10.32
TOMAS COELHO,In natura,Hortifrutigranjeiros,11,20343.0,5.41
TOMAS COELHO,In natura,Peixarias,4,20343.0,1.97
TOMAS COELHO,Misto,Hipermercados,2,20343.0,0.98
TOMAS COELHO,Misto,Mercearias,22,20343.0,10.81
TOMAS COELHO,Ultraprocessado,Cantinas / Alimentação preparada,89,20343.0,43.75
TOMAS COELHO,Ultraprocessado,Lojas de conveniência / Varejo alimentar,11,20343.0,5.41
TOMAS COELHO,Ultraprocessado,Restaurantes / Lanchonetes,49,20343.0,24.09
TOMAS COELHO,Ultraprocessado,Serviços ambulantes,28,20343.0,13.76
TURIACU,In natura,Açougues / Padarias,16,11613.0,13.78
TURIACU,In natura,Hortifrutigranjeiros,11,11613.0,9.47
TURIACU,In natura,Peixarias,4,11613.0,3.44
TURIACU,Misto,Hipermercados,1,11613.0,0.86
TURIACU,Misto,Mercearias,17,11613.0,14.64
TURIACU,Ultraprocessado,Cantinas / Alimentação preparada,83,11613.0,71.47
TURIACU,Ultraprocessado,Lojas de conveniência / Varejo alimentar,15,11613.0,12.92
TURIACU,Ultraprocessado,Restaurantes / Lanchonetes,74,11613.0,63.72
TURIACU,Ultraprocessado,Serviços ambulantes,24,11613.0,20.67
URCA,In natura,Açougues / Padarias,4,5215.0,7.67
URCA,In natura,Hortifrutigranjeiros,1,5215.0,1.92
URCA,Misto,Hipermercados,3,5215.0,5.75
URCA,Misto,Mercearias,8,5215.0,15.34
URCA,Ultraprocessado,Cantinas / Alimentação preparada,19,5215.0,36.43
URCA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,5,5215.0,9.59
URCA,Ultraprocessado,Restaurantes / Lanchonetes,36,5215.0,69.03
URCA,Ultraprocessado,Serviços ambulantes,15,5215.0,28.76
VARGEM GRANDE,In natura,Açougues / Padarias,23,20663.0,11.13
VARGEM GRANDE,In natura,Hortifrutigranjeiros,15,20663.0,7.26
VARGEM GRANDE,In natura,Peixarias,6,20663.0,2.9
VARGEM GRANDE,Misto,Hipermercados,9,20663.0,4.36
VARGEM GRANDE,Misto,Mercearias,42,20663.0,20.33
VARGEM GRANDE,Misto,Supermercados,1,20663.0,0.48
VARGEM GRANDE,Ultraprocessado,Cantinas / Alimentação preparada,135,20663.0,65.33
VARGEM GRANDE,Ultraprocessado,Lojas de conveniência / Varejo alimentar,39,20663.0,18.87
VARGEM GRANDE,Ultraprocessado,Restaurantes / Lanchonetes,173,20663.0,83.72
VARGEM GRANDE,Ultraprocessado,Serviços ambulantes,34,20663.0,16.45
VARGEM PEQUENA,In natura,Açougues / Padarias,18,31115.0,5.78
VARGEM PEQUENA,In natura,Hortifrutigranjeiros,23,31115.0,7.39
VARGEM PEQUENA,In natura,Peixarias,2,31115.0,0.64
VARGEM PEQUENA,Misto,Hipermercados,6,31115.0,1.93
VARGEM PEQUENA,Misto,Mercearias,47,31115.0,15.11
VARGEM PEQUENA,Misto,Supermercados,2,31115.0,0.64
VARGEM PEQUENA,Ultraprocessado,Cantinas / Alimentação preparada,147,31115.0,47.24
VARGEM PEQUENA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,44,31115.0,14.14
VARGEM PEQUENA,Ultraprocessado,Restaurantes / Lanchonetes,135,31115.0,43.39
VARGEM PEQUENA,Ultraprocessado,Serviços ambulantes,41,31115.0,13.18
VASCO DA GAMA,In natura,Açougues / Padarias,4,14576.0,2.74
VASCO DA GAMA,In natura,Hortifrutigranjeiros,1,14576.0,0.69
VASCO DA GAMA,In natura,Peixarias,2,14576.0,1.37
VASCO DA GAMA,Misto,Hipermercados,4,14576.0,2.74
VASCO DA GAMA,Misto,Mercearias,15,14576.0,10.29
VASCO DA GAMA,Ultraprocessado,Cantinas / Alimentação preparada,20,14576.0,13.72
VASCO DA GAMA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,6,14576.0,4.12
VASCO DA GAMA,Ultraprocessado,Restaurantes / Lanchonetes,28,14576.0,19.21
VASCO DA GAMA,Ultraprocessado,Serviços ambulantes,3,14576.0,2.06
VAZ LOBO,In natura,Açougues / Padarias,16,10995.0,14.55
VAZ LOBO,In natura,Hortifrutigranjeiros,8,10995.0,7.28
VAZ LOBO,In natura,Peixarias,6,10995.0,5.46
VAZ LOBO,Misto,Hipermercados,6,10995.0,5.46
VAZ LOBO,Misto,Mercearias,8,10995.0,7.28
VAZ LOBO,Ultraprocessado,Cantinas / Alimentação preparada,67,10995.0,60.94
VAZ LOBO,Ultraprocessado,Lojas de conveniência / Varejo alimentar,17,10995.0,15.46
VAZ LOBO,Ultraprocessado,Restaurantes / Lanchonetes,87,10995.0,79.13
VAZ LOBO,Ultraprocessado,Serviços ambulantes,25,10995.0,22.74
VICENTE DE CARVALHO,In natura,Açougues / Padarias,31,21300.0,14.55
VICENTE DE CARVALHO,In natura,Hortifrutigranjeiros,9,21300.0,4.23
VICENTE DE CARVALHO,In natura,Peixarias,5,21300.0,2.35
VICENTE DE CARVALHO,Misto,Hipermercados,8,21300.0,3.76
VICENTE DE CARVALHO,Misto,Mercearias,24,21300.0,11.27
VICENTE DE CARVALHO,Misto,Supermercados,5,21300.0,2.35
VICENTE DE CARVALHO,Ultraprocessado,Cantinas / Alimentação preparada,134,21300.0,62.91
VICENTE DE CARVALHO,Ultraprocessado,Lojas de conveniência / Varejo alimentar,15,21300.0,7.04
VICENTE DE CARVALHO,Ultraprocessado,Restaurantes / Lanchonetes,169,21300.0,79.34
VICENTE DE CARVALHO,Ultraprocessado,Serviços ambulantes,40,21300.0,18.78
VIDIGAL,In natura,Açougues / Padarias,10,15112.0,6.62
VIDIGAL,In natura,Hortifrutigranjeiros,9,15112.0,5.96
VIDIGAL,In natura,Peixarias,2,15112.0,1.32
VIDIGAL,Misto,Hipermercados,3,15112.0,1.99
VIDIGAL,Misto,Mercearias,30,15112.0,19.85
VIDIGAL,Ultraprocessado,Cantinas / Alimentação preparada,68,15112.0,45.0
VIDIGAL,Ultraprocessado,Lojas de conveniência / Varejo alimentar,7,15112.0,4.63
VIDIGAL,Ultraprocessado,Restaurantes / Lanchonetes,86,15112.0,56.91
VIDIGAL,Ultraprocessado,Serviços ambulantes,20,15112.0,13.23
VIGARIO GERAL,In natura,Açougues / Padarias,20,34202.0,5.85
VIGARIO GERAL,In natura,Hortifrutigranjeiros,16,34202.0,4.68
VIGARIO GERAL,In natura,Peixarias,4,34202.0,1.17
VIGARIO GERAL,Misto,Hipermercados,12,34202.0,3.51
VIGARIO GERAL,Misto,Mercearias,49,34202.0,14.33
VIGARIO GERAL,Ultraprocessado,Cantinas / Alimentação preparada,128,34202.0,37.42
VIGARIO GERAL,Ultraprocessado,Lojas de conveniência / Varejo alimentar,18,34202.0,5.26
VIGARIO GERAL,Ultraprocessado,Restaurantes / Lanchonetes,93,34202.0,27.19
VIGARIO GERAL,Ultraprocessado,Serviços ambulantes,45,34202.0,13.16
VILA  ISABEL,Misto,Mercearias,1,65790.0,0.15
VILA  ISABEL,Ultraprocessado,Restaurantes / Lanchonetes,1,65790.0,0.15
VILA  VALQUEIRE,In natura,Açougues / Padarias,1,34024.0,0.29
VILA  VALQUEIRE,Ultraprocessado,Restaurantes / Lanchonetes,1,34024.0,0.29
VILA DA PENHA,In natura,Açougues / Padarias,26,21950.0,11.85
VILA DA PENHA,In natura,Hortifrutigranjeiros,6,21950.0,2.73
VILA DA PENHA,In natura,Peixarias,8,21950.0,3.64
VILA DA PENHA,Misto,Hipermercados,26,21950.0,11.85
VILA DA PENHA,Misto,Mercearias,42,21950.0,19.13
VILA DA PENHA,Misto,Supermercados,3,21950.0,1.37
VILA DA PENHA,Ultraprocessado,Cantinas / Alimentação preparada,153,21950.0,69.7
VILA DA PENHA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,40,21950.0,18.22
VILA DA PENHA,Ultraprocessado,Restaurantes / Lanchonetes,235,21950.0,107.06
VILA DA PENHA,Ultraprocessado,Serviços ambulantes,51,21950.0,23.23
VILA ISABEL,In natura,Açougues / Padarias,68,65790.0,10.34
VILA ISABEL,In natura,Hortifrutigranjeiros,15,65790.0,2.28
VILA ISABEL,In natura,Peixarias,15,65790.0,2.28
VILA ISABEL,Misto,Hipermercados,23,65790.0,3.5
VILA ISABEL,Misto,Mercearias,58,65790.0,8.82
VILA ISABEL,Misto,Supermercados,6,65790.0,0.91
VILA ISABEL,Ultraprocessado,Cantinas / Alimentação preparada,331,65790.0,50.31
VILA ISABEL,Ultraprocessado,Lojas de conveniência / Varejo alimentar,52,65790.0,7.9
VILA ISABEL,Ultraprocessado,Restaurantes / Lanchonetes,323,65790.0,49.1
VILA ISABEL,Ultraprocessado,Serviços ambulantes,62,65790.0,9.42
VILA KENNEDY,Ultraprocessado,Restaurantes / Lanchonetes,1,21579.0,0.46
VILA KOSMOS,In natura,Açougues / Padarias,12,14878.0,8.07
VILA KOSMOS,In natura,Hortifrutigranjeiros,4,14878.0,2.69
VILA KOSMOS,In natura,Peixarias,4,14878.0,2.69
VILA KOSMOS,Misto,Hipermercados,4,14878.0,2.69
VILA KOSMOS,Misto,Mercearias,17,14878.0,11.43
VILA KOSMOS,Ultraprocessado,Cantinas / Alimentação preparada,68,14878.0,45.71
VILA KOSMOS,Ultraprocessado,Lojas de conveniência / Varejo alimentar,10,14878.0,6.72
VILA KOSMOS,Ultraprocessado,Restaurantes / Lanchonetes,61,14878.0,41.0
VILA KOSMOS,Ultraprocessado,Serviços ambulantes,16,14878.0,10.75
VILA MILITAR,In natura,Açougues / Padarias,4,12956.0,3.09
VILA MILITAR,In natura,Hortifrutigranjeiros,3,12956.0,2.32
VILA MILITAR,In natura,Peixarias,1,12956.0,0.77
VILA MILITAR,Misto,Mercearias,4,12956.0,3.09
VILA MILITAR,Ultraprocessado,Cantinas / Alimentação preparada,24,12956.0,18.52
VILA MILITAR,Ultraprocessado,Lojas de conveniência / Varejo alimentar,3,12956.0,2.32
VILA MILITAR,Ultraprocessado,Restaurantes / Lanchonetes,14,12956.0,10.81
VILA MILITAR,Ultraprocessado,Serviços ambulantes,5,12956.0,3.86
VILA VALQUEIRE,In natura,Açougues / Padarias,36,34024.0,10.58
VILA VALQUEIRE,In natura,Hortifrutigranjeiros,16,34024.0,4.7
VILA VALQUEIRE,In natura,Peixarias,9,34024.0,2.65
VILA VALQUEIRE,Misto,Hipermercados,10,34024.0,2.94
VILA VALQUEIRE,Misto,Mercearias,37,34024.0,10.87
VILA VALQUEIRE,Misto,Supermercados,2,34024.0,0.59
VILA VALQUEIRE,Ultraprocessado,Cantinas / Alimentação preparada,173,34024.0,50.85
VILA VALQUEIRE,Ultraprocessado,Lojas de conveniência / Varejo alimentar,30,34024.0,8.82
VILA VALQUEIRE,Ultraprocessado,Restaurantes / Lanchonetes,228,34024.0,67.01
VILA VALQUEIRE,Ultraprocessado,Serviços ambulantes,54,34024.0,15.87
VISTA ALEGRE,In natura,Açougues / Padarias,16,7059.0,22.67
VISTA ALEGRE,In natura,Hortifrutigranjeiros,10,7059.0,14.17
VISTA ALEGRE,In natura,Peixarias,4,7059.0,5.67
VISTA ALEGRE,Misto,Hipermercados,3,7059.0,4.25
VISTA ALEGRE,Misto,Mercearias,8,7059.0,11.33
VISTA ALEGRE,Misto,Supermercados,2,7059.0,2.83
VISTA ALEGRE,Ultraprocessado,Cantinas / Alimentação preparada,58,7059.0,82.16
VISTA ALEGRE,Ultraprocessado,Lojas de conveniência / Varejo alimentar,17,7059.0,24.08
VISTA ALEGRE,Ultraprocessado,Restaurantes / Lanchonetes,107,7059.0,151.58
VISTA ALEGRE,Ultraprocessado,Serviços ambulantes,19,7059.0,26.92
VL ISABEL,Ultraprocessado,Restaurantes / Lanchonetes,1,65790.0,0.15
ZUMBI,In natura,Açougues / Padarias,3,1817.0,16.51
ZUMBI,In natura,Hortifrutigranjeiros,1,1817.0,5.5
ZUMBI,Misto,Mercearias,1,1817.0,5.5
ZUMBI,Ultraprocessado,Cantinas / Alimentação preparada,10,1817.0,55.04
ZUMBI,Ultraprocessado,Lojas de conveniência / Varejo alimentar,2,1817.0,11.01
ZUMBI,Ultraprocessado,Restaurantes / Lanchonetes,15,1817.0,82.55
ZUMBI,Ultraprocessado,Serviços ambulantes,4,1817.0,22.01
