id,tipo,nome,endereco,bairro,cidade,uf,pais,endereco_completo,dia,horario,ra,lat,lon,geocode_status,geocode_precision,geocode_provider,geocode_query
d1edaaf46eb1,Cozinha Comunitária,COZINHA COMUNITÁRIA BICUDA NO PRATO,"Estrada Pedro Borges de Freitas, 120",Irajá,Rio de Janeiro,RJ,Brasil,"Estrada Pedro Borges de Freitas, 120, Irajá, Rio de Janeiro, RJ, Brasil",,,,-22.8317381,-43.3342656,ok,neighborhood,nominatim,"Estrada Pedro Borges de Freitas, 120, Irajá, Rio de Janeiro, RJ, Brasil"
7cce40e03918,Cozinha Comunitária,COZINHA COMUNITÁRIA BOÊMIOS DA VILA ALIANÇA,"Rua do Desenhista, s/n",Vila Aliança,Rio de Janeiro,RJ,Brasil,"Rua do Desenhista, s/n, Vila Aliança, Rio de Janeiro, RJ, Brasil",,,,-22.8722539,-43.4775472,ok,street,nominatim,"Rua do Desenhista, s/n, Vila Aliança, Rio de Janeiro, RJ, Brasil"
fb17b9700b45,Cozinha Comunitária,COZINHA COMUNITÁRIA CATUMBI,"Rua Eliseu Visconti, 47",Catumbi,Rio de Janeiro,RJ,Brasil,"Rua Eliseu Visconti, 47, Catumbi, Rio de Janeiro, RJ, Brasil",,,,-22.9253995,-43.1991363,ok,street,nominatim,"Rua Eliseu Visconti, 47, Catumbi, Rio de Janeiro, RJ, Brasil"
725cf13a4d87,Cozinha Comunitária,COZINHA COMUNITÁRIA CHICO XAVIER,"Rua Jacinto Alcides, 68",Bangu,Rio de Janeiro,RJ,Brasil,"Rua Jacinto Alcides, 68, Bangu, Rio de Janeiro, RJ, Brasil",,,,-22.8824661,-43.4610191,ok,street,nominatim,"Rua Jacinto Alcides, 68, Bangu, Rio de Janeiro, RJ, Brasil"
431fcca49d67,Cozinha Comunitária,COZINHA COMUNITÁRIA COSMOS,"Estrada do Campinho, 4700",Inhoaíba,Rio de Janeiro,RJ,Brasil,"Estrada do Campinho, 4700, Inhoaíba, Rio de Janeiro, RJ, Brasil",,,,-22.889302,-43.5960882,ok,street,nominatim,"Estrada do Campinho, 4700, Inhoaíba, Rio de Janeiro, RJ, Brasil"
f9f99a1d1ef3,Cozinha Comunitária,COZINHA COMUNITÁRIA DI LEONTINA,"Rua Mita, 115",Jardim Carioca (Ilha do Governador),Rio de Janeiro,RJ,Brasil,"Rua Mita, 115, Jardim Carioca (Ilha do Governador), Rio de Janeiro, RJ, Brasil",,,,,,not_found,unknown,nominatim,"Rua Mita, 115, Jardim Carioca (Ilha do Governador), Rio de Janeiro, RJ, Brasil"
f04765430abb,Cozinha Comunitária,COZINHA COMUNITÁRIA DOM JAIME CÂMARA,"Rua Bom Sossego, 382",Padre Miguel,Rio de Janeiro,RJ,Brasil,"Rua Bom Sossego, 382, Padre Miguel, Rio de Janeiro, RJ, Brasil",,,,-22.8788135,-43.4485569,ok,neighborhood,nominatim,"Padre Miguel, Rio de Janeiro, RJ, Brasil"
59627201109a,Cozinha Comunitária,COZINHA COMUNITÁRIA ESTRELLA DE PRATA,"Rua Conde Pereira Carneiro, 371",Penha Circular,Rio de Janeiro,RJ,Brasil,"Rua Conde Pereira Carneiro, 371, Penha Circular, Rio de Janeiro, RJ, Brasil",,,,-22.848544,-43.2981017,ok,street,nominatim,"Rua Conde Pereira Carneiro, 371, Penha Circular, Rio de Janeiro, RJ, Brasil"
4ca5f45b61a0,Cozinha Comunitária,COZINHA COMUNITÁRIA FUTURO,"Rua dos Diamantes, 998",Rocha Miranda,Rio de Janeiro,RJ,Brasil,"Rua dos Diamantes, 998, Rocha Miranda, Rio de Janeiro, RJ, Brasil",,,,-22.8451435,-43.3519587,ok,street,nominatim,"Rua dos Diamantes, 998, Rocha Miranda, Rio de Janeiro, RJ, Brasil"
8cb9a024c8b5,Cozinha Comunitária,COZINHA COMUNITÁRIA JACAREZINHO,"Rua do Rio, 8",Jacarezinho,Rio de Janeiro,RJ,Brasil,"Rua do Rio, 8, Jacarezinho, Rio de Janeiro, RJ, Brasil",,,,-22.8885429,-43.2582942,ok,street,nominatim,"Rua do Rio, 8, Jacarezinho, Rio de Janeiro, RJ, Brasil"
7e645349b47d,Cozinha Comunitária,COZINHA COMUNITÁRIA JOSUÉ ARANHA,"Rua Nossa Senhora Aparecida, 46 (antiga Rua A)",Penha,Rio de Janeiro,RJ,Brasil,"Rua Nossa Senhora Aparecida, 46 (antiga Rua A), Penha, Rio de Janeiro, RJ, Brasil",,,,-22.8381127,-43.2764454,ok,neighborhood,nominatim,"Penha, Rio de Janeiro, RJ, Brasil"
d81631418125,Cozinha Comunitária,COZINHA COMUNITÁRIA KWÊ BORORÓ,"Rua Sacadura Cabral, 359",Saúde,Rio de Janeiro,RJ,Brasil,"Rua Sacadura Cabral, 359, Saúde, Rio de Janeiro, RJ, Brasil",,,,-22.8974515,-43.185873,ok,street,nominatim,"Rua Sacadura Cabral, 359, Saúde, Rio de Janeiro, RJ, Brasil"
1bd92d838b9e,Cozinha Comunitária,COZINHA COMUNITÁRIA LEONINA PEREIRA GOMES,"Rua Vigário Morato, 92",Mangueira,Rio de Janeiro,RJ,Brasil,"Rua Vigário Morato, 92, Mangueira, Rio de Janeiro, RJ, Brasil",,,,-22.8998618,-43.2376605,ok,street,nominatim,"Rua Vigário Morato, 92, Mangueira, Rio de Janeiro, RJ, Brasil"
bc3860357f19,Cozinha Comunitária,COZINHA COMUNITÁRIA MARIA ALTINA,"Estrada dos Palmares, 3935 (Condomínio Coimbra)",Santa Cruz,Rio de Janeiro,RJ,Brasil,"Estrada dos Palmares, 3935 (Condomínio Coimbra), Santa Cruz, Rio de Janeiro, RJ, Brasil",,,,-22.9176248,-43.6834907,ok,neighborhood,nominatim,"Santa Cruz, Rio de Janeiro, RJ, Brasil"
418e4b1e06d3,Cozinha Comunitária,COZINHA COMUNITÁRIA MARIA CANEDO,"Estrada Vitor Dumas, 1788 (rua ao lado do Kengão)",Santa Cruz,Rio de Janeiro,RJ,Brasil,"Estrada Vitor Dumas, 1788 (rua ao lado do Kengão), Santa Cruz, Rio de Janeiro, RJ, Brasil",,,,-22.9176248,-43.6834907,ok,neighborhood,nominatim,"Santa Cruz, Rio de Janeiro, RJ, Brasil"
6e00b6292828,Cozinha Comunitária,COZINHA COMUNITÁRIA MARIA RITA,"Rua Hermínio Aurélio Sampaio, blc 56 (Antares)",Santa Cruz,Rio de Janeiro,RJ,Brasil,"Rua Hermínio Aurélio Sampaio, blc 56 (Antares), Santa Cruz, Rio de Janeiro, RJ, Brasil",,,,-22.9176248,-43.6834907,ok,neighborhood,nominatim,"Santa Cruz, Rio de Janeiro, RJ, Brasil"
5078ddfb8807,Cozinha Comunitária,COZINHA COMUNITÁRIA ODETE GOMES,"Rua Corrêa Teixeira, 79",Realengo,Rio de Janeiro,RJ,Brasil,"Rua Corrêa Teixeira, 79, Realengo, Rio de Janeiro, RJ, Brasil",,,,-22.8772743,-43.4301032,ok,neighborhood,nominatim,"Realengo, Rio de Janeiro, RJ, Brasil"
d308a2023a18,Cozinha Comunitária,COZINHA COMUNITÁRIA PROFESSOR EDINHO,"Rua Senhor do Bonfim, 35 (quadra da Associação de Moradores)",Jacarezinho,Rio de Janeiro,RJ,Brasil,"Rua Senhor do Bonfim, 35 (quadra da Associação de Moradores), Jacarezinho, Rio de Janeiro, RJ, Brasil",,,,-22.8875068,-43.2578789,ok,neighborhood,nominatim,"Jacarezinho, Rio de Janeiro, RJ, Brasil"
d420bf61a55d,Cozinha Comunitária,COZINHA COMUNITÁRIA RENASCE MANGUINHOS,"Avenida Leopoldo Bulhões, 809",Manguinhos,Rio de Janeiro,RJ,Brasil,"Avenida Leopoldo Bulhões, 809, Manguinhos, Rio de Janeiro, RJ, Brasil",,,,-22.8799736,-43.2457223,ok,neighborhood,nominatim,"Manguinhos, Rio de Janeiro, RJ, Brasil"
c4a18ca41517,Cozinha Comunitária,COZINHA COMUNITÁRIA SACODE MANGUEIRA,"Rua Bartolomeu de Gusmão, 1110",Mangueira,Rio de Janeiro,RJ,Brasil,"Rua Bartolomeu de Gusmão, 1110, Mangueira, Rio de Janeiro, RJ, Brasil",,,,-22.908344,-43.23116,ok,street,nominatim,"Rua Bartolomeu de Gusmão, 1110, Mangueira, Rio de Janeiro, RJ, Brasil"
0167e2775cca,Cozinha Comunitária,COZINHA COMUNITÁRIA SANTA CLARA,"Estrada do Guerenguê, 113 (Vila Santa Clara)",Taquara,Rio de Janeiro,RJ,Brasil,"Estrada do Guerenguê, 113 (Vila Santa Clara), Taquara, Rio de Janeiro, RJ, Brasil",,,,-22.9218864,-43.384646,ok,neighborhood,nominatim,"Taquara, Rio de Janeiro, RJ, Brasil"
572bda8fe5e7,Cozinha Comunitária,COZINHA COMUNITÁRIA SUPERANDO JUNTOS,"Rua Conde Pereira Carneiro, 11 (Ipase/Vila Kosmos)",Vila Kosmos,Rio de Janeiro,RJ,Brasil,"Rua Conde Pereira Carneiro, 11 (Ipase/Vila Kosmos), Vila Kosmos, Rio de Janeiro, RJ, Brasil",,,,-22.853597,-43.3032021,ok,neighborhood,nominatim,"Vila Kosmos, Rio de Janeiro, RJ, Brasil"
8fb39279ae9d,Cozinha Comunitária,COZINHA COMUNITÁRIA TIA CÉLIA,"Rua Pão de Açúcar, 140",Rocha Miranda,Rio de Janeiro,RJ,Brasil,"Rua Pão de Açúcar, 140, Rocha Miranda, Rio de Janeiro, RJ, Brasil",,,,-22.8520992,-43.3441698,ok,street,nominatim,"Rua Pão de Açúcar, 140, Rocha Miranda, Rio de Janeiro, RJ, Brasil"
49945f7584ee,Cozinha Comunitária,COZINHA COMUNITÁRIA VILA KENNEDY,"Travessa Orizaba, 43",Vila Kennedy,Rio de Janeiro,RJ,Brasil,"Travessa Orizaba, 43, Vila Kennedy, Rio de Janeiro, RJ, Brasil",,,,-22.8554664,-43.4844104,ok,street,nominatim,"Travessa Orizaba, 43, Vila Kennedy, Rio de Janeiro, RJ, Brasil"
a0508a1a4c35,Cozinha Comunitária,COZINHA COMUNITÁRIA VILMA MARIA,"Rua Sá Viana, 269 (Associação de Moradores do Andaraí)",Andaraí,Rio de Janeiro,RJ,Brasil,"Rua Sá Viana, 269 (Associação de Moradores do Andaraí), Andaraí, Rio de Janeiro, RJ, Brasil",,,,-22.9290845,-43.2534858,ok,neighborhood,nominatim,"Andaraí, Rio de Janeiro, RJ, Brasil"
de549bc347b4,Cozinha Comunitária,COZINHA COMUNITÁRIA VÓ ONÍLIA,"Rua Nova, 08 (Pistão)",Parada de Lucas,Rio de Janeiro,RJ,Brasil,"Rua Nova, 08 (Pistão), Parada de Lucas, Rio de Janeiro, RJ, Brasil",,,,-22.8167023,-43.3012102,ok,neighborhood,nominatim,"Parada de Lucas, Rio de Janeiro, RJ, Brasil"
f994e025ac1e,Cozinha Comunitária,COZINHA COMUNITÁRIA YURI REIS,"Rua Caraíba, 808",Rocha Miranda,Rio de Janeiro,RJ,Brasil,"Rua Caraíba, 808, Rocha Miranda, Rio de Janeiro, RJ, Brasil",,,,-22.8459705,-43.3419248,ok,street,nominatim,"Rua Caraíba, 808, Rocha Miranda, Rio de Janeiro, RJ, Brasil"
9e3c34ba6acf,Cozinha Comunitária,FORÇA PAVUNA E ANCHIETA,"Rua Coronel Moreira Cesar, 1243",Pavuna,Rio de Janeiro,RJ,Brasil,"Rua Coronel Moreira Cesar, 1243, Pavuna, Rio de Janeiro, RJ, Brasil",,,,-22.8211841,-43.3791273,ok,street,nominatim,"Rua Coronel Moreira Cesar, 1243, Pavuna, Rio de Janeiro, RJ, Brasil"
40999ab453bb,Cozinha Comunitária,FRENTE MARÉ,"Rua Projetada D, 174 (Salsa e Merengue)",Maré,Rio de Janeiro,RJ,Brasil,"Rua Projetada D, 174 (Salsa e Merengue), Maré, Rio de Janeiro, RJ, Brasil",,,,-22.8725771,-43.2369352,ok,street,nominatim,"Rua Projetada D, 174 (Salsa e Merengue), Maré, Rio de Janeiro, RJ, Brasil"
c61ebe2a18cc,Cozinha Comunitária,FUTURO DO BEM,"Rua Tapirai, 41C",Barros Filho,Rio de Janeiro,RJ,Brasil,"Rua Tapirai, 41C, Barros Filho, Rio de Janeiro, RJ, Brasil",,,,-22.8386165,-43.3631412,ok,street,nominatim,"Rua Tapirai, 41C, Barros Filho, Rio de Janeiro, RJ, Brasil"
4d12658618c1,Cozinha Comunitária,GEID,"Rua Romancista, 96",Freguesia (Ilha do Governador),Rio de Janeiro,RJ,Brasil,"Rua Romancista, 96, Freguesia (Ilha do Governador), Rio de Janeiro, RJ, Brasil",,,,,,not_found,unknown,nominatim,"Rua Romancista, 96, Freguesia (Ilha do Governador), Rio de Janeiro, RJ, Brasil"
1a9635c13842,Cozinha Comunitária,INSTITUTO SOL,"Rua Jundiá, 176",Bento Ribeiro,Rio de Janeiro,RJ,Brasil,"Rua Jundiá, 176, Bento Ribeiro, Rio de Janeiro, RJ, Brasil",,,,-22.8598804,-43.3558056,ok,street,nominatim,"Rua Jundiá, 176, Bento Ribeiro, Rio de Janeiro, RJ, Brasil"
67444fb5f51b,Cozinha Comunitária,INSTITUTO VIDA – TERREIRÃO,"Rua Jarbas de Carvalho, 1580",Recreio,Rio de Janeiro,RJ,Brasil,"Rua Jarbas de Carvalho, 1580, Recreio, Rio de Janeiro, RJ, Brasil",,,,-22.51201,-41.9236578,ok,neighborhood,nominatim,"Recreio, Rio de Janeiro, RJ, Brasil"
afa1a124f31b,Cozinha Comunitária,TUIUTI,"Rua Curuzu, 70",São Cristóvão,Rio de Janeiro,RJ,Brasil,"Rua Curuzu, 70, São Cristóvão, Rio de Janeiro, RJ, Brasil",,,,-22.8964682,-43.2301003,ok,street,nominatim,"Rua Curuzu, 70, São Cristóvão, Rio de Janeiro, RJ, Brasil"
0c22a64f6b65,Cozinha Comunitária,NEAC,"Estrada Iaraquá, 375 (Comari)",Campo Grande,Rio de Janeiro,RJ,Brasil,"Estrada Iaraquá, 375 (Comari), Campo Grande, Rio de Janeiro, RJ, Brasil",,,,-22.902953,-43.5591295,ok,neighborhood,nominatim,"Campo Grande, Rio de Janeiro, RJ, Brasil"
fd824aa802a2,Cozinha Comunitária,NOVA HOLANDA,"Rua Bittencourt Sampaio, 140",Nova Holanda (Maré),Rio de Janeiro,RJ,Brasil,"Rua Bittencourt Sampaio, 140, Nova Holanda (Maré), Rio de Janeiro, RJ, Brasil",,,,-22.8533697,-43.2431128,ok,street,nominatim,"Rua Bittencourt Sampaio, 140, Nova Holanda (Maré), Rio de Janeiro, RJ, Brasil"
d322f4f7afe2,Cozinha Comunitária,PROJETO NOVO VIVER,"Rua João Alfredo de Freitas, 88",Anchieta,Rio de Janeiro,RJ,Brasil,"Rua João Alfredo de Freitas, 88, Anchieta, Rio de Janeiro, RJ, Brasil",,,,-22.8187417,-43.3869551,ok,street,nominatim,"Rua João Alfredo de Freitas, 88, Anchieta, Rio de Janeiro, RJ, Brasil"
2331f5c299b9,Cozinha Comunitária,PROESPV,"Estrada do Magarça, 3982",Guaratiba,Rio de Janeiro,RJ,Brasil,"Estrada do Magarça, 3982, Guaratiba, Rio de Janeiro, RJ, Brasil",,,,-22.947341,-43.6017661,ok,street,nominatim,"Estrada do Magarça, 3982, Guaratiba, Rio de Janeiro, RJ, Brasil"
a928227ba6f5,Cozinha Comunitária,PROVIDÊNCIA,"Rua da Gamboa, 21",Santo Cristo,Rio de Janeiro,RJ,Brasil,"Rua da Gamboa, 21, Santo Cristo, Rio de Janeiro, RJ, Brasil",,,,-22.8975265,-43.1981335,ok,street,nominatim,"Rua da Gamboa, 21, Santo Cristo, Rio de Janeiro, RJ, Brasil"
abc980c6d4cf,Cozinha Comunitária,QG DA CIDADANIA,"Estrada de Botafogo, 369",Costa Barros,Rio de Janeiro,RJ,Brasil,"Estrada de Botafogo, 369, Costa Barros, Rio de Janeiro, RJ, Brasil",,,,-22.8207277,-43.363785,ok,street,nominatim,"Estrada de Botafogo, 369, Costa Barros, Rio de Janeiro, RJ, Brasil"
2189c3cfce6c,Cozinha Comunitária,RENASCENÇA,"Rua Barão de São Francisco, 54",Andaraí,Rio de Janeiro,RJ,Brasil,"Rua Barão de São Francisco, 54, Andaraí, Rio de Janeiro, RJ, Brasil",,,,-22.9242687,-43.2491274,ok,exact,nominatim,"Rua Barão de São Francisco, 54, Andaraí, Rio de Janeiro, RJ, Brasil"
dbbc6f668514,Cozinha Comunitária,UNIÃO BANGU,"Rua da Chita, 638",Bangu,Rio de Janeiro,RJ,Brasil,"Rua da Chita, 638, Bangu, Rio de Janeiro, RJ, Brasil",,,,-22.8742683,-43.4637134,ok,street,nominatim,"Rua da Chita, 638, Bangu, Rio de Janeiro, RJ, Brasil"
2928872eae52,Cozinha Comunitária,UNIÃO DE MORADORES DA VILA PROGRESSO,"Rua Major João Gualberto da Silva Braga, 2",Vila Kennedy,Rio de Janeiro,RJ,Brasil,"Rua Major João Gualberto da Silva Braga, 2, Vila Kennedy, Rio de Janeiro, RJ, Brasil",,,,-22.855678,-43.49003,ok,neighborhood,nominatim,"Vila Kennedy, Rio de Janeiro, RJ, Brasil"
